brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,71000,1850000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,36800,1975000
Honda,Grace,2016,Automatic,Saloon,HYBRID,1500,52000,2450000
Honda,Grace,2016,Automatic,Saloon,HYBRID,1500,34703,1950000
Toyota,Prius,2016,Automatic,Saloon,HYBRID,1800,45000,2300000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,HYBRID,2000,39000,3650000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,HYBRID,2000,30000,3920000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1500,55000,3200000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,48000,3150000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,86000,3200000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,30000,3150000
Nissan,X-Trail,2018,Automatic,SUV / 4x4,HYBRID,2000,45000,4570000
Toyota,Axio,2013,Automatic,Estate,HYBRID,1500,86215,1470000
Toyota,Corolla,2015,Automatic,Estate,HYBRID,1500,34333,1870000
Toyota,Noah,2016,Automatic,Estate,HYBRID,1800,77000,3050000
Toyota,Aqua,2012,Automatic,Hatchback,HYBRID,1500,29950,1125000
Toyota,Aqua,2013,Automatic,Hatchback,HYBRID,1500,42000,1185000
Toyota,Aqua,2015,Automatic,Hatchback,HYBRID,1500,75104,1730000
Toyota,Fielder,2016,Automatic,Hatchback,HYBRID,1500,34560,1620000
Toyota,Fielder,2016,Automatic,Hatchback,HYBRID,1500,34560,1620000
Toyota,Fielder,2016,Automatic,Hatchback,HYBRID,1500,34560,1620000
Toyota,Prius,2016,Automatic,Hatchback,HYBRID,1800,34560,2100000
Toyota,Noah,2014,Automatic,MPV,HYBRID,1797,53535,2545000
Toyota,Esquire,2015,Automatic,MPV,HYBRID,1800,85000,2750000
Toyota,Esquire,2016,Automatic,MPV,HYBRID,1800,52000,3230000
Toyota,Esquire,2016,Automatic,MPV,HYBRID,1800,30718,2750000
Toyota,Esquire,2016,Automatic,MPV,HYBRID,1800,43107,2750000
Toyota,Esquire,2016,Automatic,MPV,HYBRID,1800,45214,2850000
Toyota,Noah,2016,Automatic,MPV,HYBRID,1800,34175,2560000
Toyota,Noah,2016,Automatic,MPV,HYBRID,1800,30724,2500000
Toyota,Esquire,2017,Automatic,MPV,HYBRID,1800,25608,3845000
Toyota,Noah,2017,Automatic,MPV,HYBRID,1800,62543,3180000
Toyota,Aqua,2013,Automatic,Saloon,HYBRID,1500,52000,1120000
Toyota,Axio,2013,Automatic,Saloon,HYBRID,1500,36000,1480000
Toyota,Axio,2013,Automatic,Saloon,HYBRID,1500,29550,1455000
Toyota,Prius,2013,Automatic,Saloon,HYBRID,1800,47000,1680000
Toyota,Axio,2014,Automatic,Saloon,HYBRID,1500,41000,850000
Toyota,Axio,2014,Automatic,Saloon,HYBRID,1500,81304,1490000
Honda,Grace,2014,Automatic,Saloon,HYBRID,1500,45243,1650000
Honda,Vezel,2014,Automatic,Saloon,HYBRID,1500,51000,1860000
Toyota,Aqua,2015,Automatic,Saloon,HYBRID,1500,32420,1350000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,1500,36000,1650000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,1500,28889,1580000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,1500,38172,1520000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,1500,34560,1520000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,1500,43107,1520000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,1500,34560,1530000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,1500,37091,1520000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,1500,34550,1520000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,1500,49521,1690000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,2015,90238,1710000
Honda,Grace,2015,Automatic,Saloon,HYBRID,1500,28700,1795000
Honda,Grace,2015,Automatic,Saloon,HYBRID,1500,49000,1990000
Honda,Grace,2015,Automatic,Saloon,HYBRID,1500,38000,2000000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,56000,1800000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,131000,1829995
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,29704,1620000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,34560,1620000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,31804,1620000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,34072,1620000
Honda,Grace,2016,Automatic,Saloon,HYBRID,1500,27000,2400000
Honda,Grace,2016,Automatic,Saloon,HYBRID,1500,29704,1920000
Honda,Grace,2016,Automatic,Saloon,HYBRID,1500,31720,1650000
Honda,Grace,2016,Automatic,Saloon,HYBRID,1500,37150,1920000
Honda,Grace,2016,Automatic,Saloon,HYBRID,1500,34182,1650000
Honda,Grace,2016,Automatic,Saloon,HYBRID,1500,34450,1650000
Honda,Grace,2016,Automatic,Saloon,HYBRID,1500,50358,1895000
Toyota,Prius,2016,Automatic,Saloon,HYBRID,1800,88000,2650000
Toyota,Prius,2016,Automatic,Saloon,HYBRID,1800,100000,2650000
Toyota,Prius,2016,Automatic,Saloon,HYBRID,1800,54000,2800000
Honda,Grace,2017,Automatic,Saloon,HYBRID,1500,28000,2630000
Honda,Grace,2017,Automatic,Saloon,HYBRID,1500,23000,2450000
Honda,Grace,2017,Automatic,Saloon,HYBRID,1500,32463,2570000
Honda,Grace,2017,Automatic,Saloon,HYBRID,1500,34520,2320000
Honda,Grace,2017,Automatic,Saloon,HYBRID,1500,14939,2650000
Honda,Grace,2018,Automatic,Saloon,HYBRID,1500,25000,2650000
Honda,Vezel,2014,Automatic,SUV / 4x4,HYBRID,1500,45100,1900000
Toyota,Esquire,2016,Automatic,SUV / 4x4,HYBRID,1800,34560,2980000
Toyota,Esquire,2016,Automatic,SUV / 4x4,HYBRID,1800,38450,2980000
Toyota,Noah,2016,Automatic,SUV / 4x4,HYBRID,1800,38450,2750000
Toyota,Noah,2016,Automatic,SUV / 4x4,HYBRID,1800,34560,2550000
Toyota,Noah,2016,Automatic,SUV / 4x4,HYBRID,1800,38450,2580000
Honda,Vezel,2016,Automatic,SUV / 4x4,HYBRID,1500,34560,2650000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,HYBRID,2000,36550,3450000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,HYBRID,2000,35650,3450000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,44600,3400000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,66768,3250000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,34563,2750000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,20005,3080005
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,19005,3280005
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,22000,3250000
Toyota,C-HR,2018,Automatic,SUV / 4x4,HYBRID,1800,65894,3400000
Nissan,X-Trail,2018,Automatic,SUV / 4x4,HYBRID,2000,21817,4300000
Nissan,X-Trail,2018,Automatic,SUV / 4x4,HYBRID,2000,31900,4642000
Toyota,Fielder,2014,Automatic,Estate,HYBRID,1500,109000,1750000
Toyota,Fielder,2014,Automatic,Estate,HYBRID,1500,84000,1750000
Toyota,Aqua,2014,Automatic,Hatchback,HYBRID,1500,136000,1350000
Toyota,Prius,2016,Automatic,Hatchback,HYBRID,1800,79000,2700000
Honda,Grace,2014,Automatic,Saloon,HYBRID,1500,32000,2000000
Toyota,Premio,2017,Automatic,Saloon,HYBRID,1500,44000,3150000
Honda,Vezel,2014,Automatic,SUV / 4x4,HYBRID,1500,55000,2600000
Honda,Vezel,2015,Automatic,SUV / 4x4,HYBRID,1500,47000,2750000
Toyota,Corolla,2005,Automatic,Estate,OIL,1500,55256,1020000
Mazda,Axela,2009,Automatic,Estate,OIL,1500,68452,1035000
Toyota,Axio,2010,Automatic,Estate,OIL,1500,55000,1365000
Toyota,Vitz,2010,Automatic,Estate,OIL,1000,60000,845000
Toyota,Corolla,2011,Automatic,Estate,OIL,1500,56000,1450000
Toyota,Sienta,2011,Automatic,Estate,OIL,1500,41000,1260000
Toyota,Axio,2012,Automatic,Estate,OIL,1500,32323,1395000
Toyota,Fielder,2012,Automatic,Estate,OIL,1500,52800,1361000
Toyota,Fielder,2012,Automatic,Estate,OIL,1500,57369,1355000
Toyota,Wish,2013,Automatic,Estate,OIL,1800,37000,2780000
Toyota,Hiace,2016,Automatic,Estate,OIL,2000,65000,2370000
Nissan,X-Trail,2016,Automatic,Estate,OIL,2000,42000,4500000
Toyota,ist,2004,Automatic,Hatchback,OIL,1300,69000,720000
Toyota,RunX,2004,Automatic,Hatchback,OIL,1500,80000,880000
Nissan,Tiida,2004,Automatic,Hatchback,OIL,1500,65000,860000
Toyota,Raum,2006,Automatic,Hatchback,OIL,1500,58652,985000
Suzuki,Swift,2007,Manual,Hatchback,OIL,1300,56975,460000
Toyota,Vitz,2009,Automatic,Hatchback,OIL,1500,60000,880000
Toyota,Vitz,2010,Automatic,Hatchback,OIL,1000,56192,870000
Toyota,Vitz,2010,Automatic,Hatchback,OIL,1300,51504,950000
Suzuki,Alto,2011,Automatic,Hatchback,OIL,660,23500,590000
Toyota,Axio,2011,Automatic,Hatchback,OIL,1500,47000,1370000
Toyota,Vitz,2011,Automatic,Hatchback,OIL,1329,71000,1050000
Toyota,Vitz,2011,Automatic,Hatchback,OIL,1300,37850,1095000
Toyota,Vitz,2011,Automatic,Hatchback,OIL,1300,86000,925000
Toyota,Vitz,2012,Automatic,Hatchback,OIL,1000,56248,985000
Toyota,Vitz,2012,Automatic,Hatchback,OIL,1300,48500,985000
Toyota,Vitz,2012,Automatic,Hatchback,OIL,1300,45000,1200000
Toyota,Vitz,2015,Automatic,Hatchback,OIL,1000,73000,699000
Suzuki,Swift,2017,Manual,Hatchback,OIL,1300,26000,850000
Toyota,Other Model,1995,Automatic,MPV,OIL,3500,112255,1200000
Mitsubishi,Pajero,1995,Manual,MPV,OIL,1100,73000,310000
Honda,CR-V,1998,Automatic,MPV,OIL,2000,78671,830000
Toyota,Noah,2005,Automatic,MPV,OIL,2000,82310,1200000
Toyota,Passo,2009,Automatic,MPV,OIL,1500,68320,1275000
Hyundai,H1,2010,Automatic,MPV,OIL,2400,65432,1580000
Suzuki,Other Model,2011,Manual,MPV,OIL,1200,89652,520000
Suzuki,Other Model,2011,Manual,MPV,OIL,1200,89653,520000
Toyota,Noah,2012,Automatic,MPV,OIL,2000,48652,2370000
Toyota,Noah,2013,Automatic,MPV,OIL,2000,48000,2350000
Toyota,Hiace,2015,Automatic,MPV,OIL,2000,31950,2295000
Toyota,Noah,2015,Automatic,MPV,OIL,2000,45000,1480000
Honda,Vezel,2015,Automatic,MPV,OIL,1500,52000,2050000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,8000,2580000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,90000,3220000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,87000,2380000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,20005,2580000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,75000,2350000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,45557,2850000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,39500,2450000
Honda,City,2000,Automatic,Saloon,OIL,1500,75000,490000
Toyota,Corolla,2003,Automatic,Saloon,OIL,1500,118164,910000
Nissan,Sunny,2003,Automatic,Saloon,OIL,1300,89000,490000
Toyota,Corolla,2004,Automatic,Saloon,OIL,1500,60000,948000
Toyota,Mark II,2004,Automatic,Saloon,OIL,2000,90000,1285000
Nissan,Sunny,2004,Automatic,Saloon,OIL,1500,78554,655000
Toyota,Allion,2005,Automatic,Saloon,OIL,1500,87500,1180000
Toyota,Allion,2005,Automatic,Saloon,OIL,1500,69000,1145000
Honda,Civic,2005,Automatic,Saloon,OIL,1500,78000,790000
Toyota,Premio,2005,Automatic,Saloon,OIL,2000,24600,1250000
Toyota,RAV4,2005,Automatic,Saloon,OIL,1800,76200,1565000
Toyota,Allion,2006,Automatic,Saloon,OIL,1500,84313,1330000
Toyota,Allion,2006,Automatic,Saloon,OIL,1500,69854,1330000
Nissan,Bluebird,2006,Automatic,Saloon,OIL,1500,77000,1050000
Toyota,Premio,2006,Automatic,Saloon,OIL,1500,65850,1350000
Toyota,Premio,2007,Automatic,Saloon,OIL,1500,68543,1660000
Toyota,Premio,2007,Automatic,Saloon,OIL,1500,61000,1530000
Toyota,Premio,2008,Automatic,Saloon,OIL,1500,45623,1650000
Toyota,Premio,2008,Automatic,Saloon,OIL,1500,67000,1660000
Toyota,Axio,2009,Automatic,Saloon,OIL,1500,67300,1195000
Toyota,Premio,2009,Automatic,Saloon,OIL,1500,75200,1825000
Toyota,Premio,2009,Automatic,Saloon,OIL,1500,41000,1670000
Nissan,Sunny,2009,Automatic,Saloon,OIL,1300,74812,820000
Nissan,Tiida,2009,Automatic,Saloon,OIL,1500,60015,785000
Toyota,Allion,2010,Automatic,Saloon,OIL,1500,62400,1720000
Toyota,Allion,2010,Automatic,Saloon,OIL,1500,52202,1725000
Toyota,Axio,2010,Automatic,Saloon,OIL,1500,62425,1275000
Mitsubishi,Lancer,2010,Automatic,Saloon,OIL,1500,68000,1190000
Toyota,Premio,2010,Automatic,Saloon,OIL,1500,72100,1955000
Hyundai,Sonata,2010,Automatic,Saloon,OIL,2000,76000,1850000
Toyota,Vitz,2010,Automatic,Saloon,OIL,1000,65000,720000
Toyota,Axio,2011,Automatic,Saloon,OIL,1500,47000,1375000
Toyota,Axio,2011,Automatic,Saloon,OIL,1500,50000,1355000
Toyota,Axio,2011,Automatic,Saloon,OIL,1500,38550,1295000
Toyota,Axio,2011,Automatic,Saloon,OIL,1500,70206,1350000
Toyota,Passo,2011,Automatic,Saloon,OIL,1500,32343,1390000
Toyota,Premio,2011,Automatic,Saloon,OIL,1500,43000,1980000
Toyota,Premio,2011,Automatic,Saloon,OIL,1500,68289,1895000
Toyota,Premio,2011,Automatic,Saloon,OIL,1500,62000,1760000
Toyota,Sienta,2011,Automatic,Saloon,OIL,1500,49536,1428000
Hyundai,Sonata,2011,Automatic,Saloon,OIL,2000,42312,1950000
Suzuki,Swift,2011,Manual,Saloon,OIL,1300,45000,750000
Suzuki,Swift,2011,Manual,Saloon,OIL,1300,50000,660000
Toyota,Vitz,2011,Automatic,Saloon,OIL,1320,32432,1360000
Hyundai,Accent,2012,Automatic,Saloon,OIL,1500,54100,1020000
Hyundai,Accent,2012,Automatic,Saloon,OIL,1400,37000,1280000
Hyundai,Accent,2012,Automatic,Saloon,OIL,1400,52345,1230000
Hyundai,Accent,2012,Automatic,Saloon,OIL,1500,35850,1250000
Toyota,Auris,2012,Automatic,Saloon,OIL,1500,48278,1475000
Toyota,Axio,2012,Automatic,Saloon,OIL,1331,43212,1460000
Toyota,Axio,2012,Automatic,Saloon,OIL,1500,58278,1375000
Toyota,Axio,2012,Automatic,Saloon,OIL,1500,40000,1465000
Toyota,Premio,2012,Automatic,Saloon,OIL,1500,63200,2090000
Toyota,Premio,2012,Automatic,Saloon,OIL,1500,52000,2050000
Toyota,Allion,2013,Automatic,Saloon,OIL,1500,61000,1950000
Toyota,Premio,2013,Automatic,Saloon,OIL,1500,1500,2065000
Toyota,Premio,2013,Automatic,Saloon,OIL,1500,45534,2290000
Toyota,Allion,2014,Automatic,Saloon,OIL,1500,46500,2095000
Toyota,Allion,2014,Automatic,Saloon,OIL,1500,36000,2150000
Toyota,Allion,2014,Automatic,Saloon,OIL,1500,48452,2095000
Toyota,Allion,2014,Automatic,Saloon,OIL,1500,42000,2120000
Toyota,Auris,2014,Automatic,Saloon,OIL,1500,61000,1650000
Toyota,Premio,2014,Automatic,Saloon,OIL,1500,37521,2300000
Toyota,Premio,2014,Automatic,Saloon,OIL,1500,55000,2299000
Toyota,Premio,2014,Automatic,Saloon,OIL,1500,48277,2265000
Honda,Vezel,2014,Automatic,Saloon,OIL,1500,35765,2110000
Toyota,Yaris,2014,Automatic,Saloon,OIL,1300,35000,1380000
Toyota,Yaris,2014,Automatic,Saloon,OIL,1300,33000,1380000
Hyundai,Accent,2015,Automatic,Saloon,OIL,1400,217,1870000
Toyota,Allion,2015,Automatic,Saloon,OIL,1500,77000,2395000
Toyota,Allion,2015,Automatic,Saloon,OIL,1500,55000,2290000
Toyota,Axio,2015,Automatic,Saloon,OIL,1500,35000,880000
Toyota,Axio,2015,Automatic,Saloon,OIL,1500,35000,880000
Toyota,Axio,2015,Automatic,Saloon,OIL,1500,63932,1770000
Toyota,Axio,2015,Automatic,Saloon,OIL,1500,77792,1800000
Toyota,Premio,2015,Automatic,Saloon,OIL,1500,37000,2400000
Toyota,Premio,2015,Automatic,Saloon,OIL,1500,42000,2350000
Toyota,Premio,2015,Automatic,Saloon,OIL,1500,42120,2335000
Toyota,Premio,2015,Automatic,Saloon,OIL,1500,36700,2395000
Toyota,Premio,2015,Automatic,Saloon,OIL,1500,52000,2399000
Toyota,Premio,2015,Automatic,Saloon,OIL,1500,69000,1650000
Toyota,Premio,2015,Automatic,Saloon,OIL,1500,47312,2380000
Toyota,Allion,2016,Automatic,Saloon,OIL,1500,14568,2730000
Toyota,Allion,2016,Automatic,Saloon,OIL,1500,29800,2845000
Mazda,Axela,2016,Automatic,Saloon,OIL,1500,50460,1375000
Toyota,Axio,2016,Automatic,Saloon,OIL,1500,71000,1900000
Honda,City,2016,Automatic,Saloon,OIL,1500,54032,1795000
Honda,Civic,2016,Automatic,Saloon,OIL,1500,27000,2970000
Toyota,Esquire,2016,Automatic,Saloon,OIL,2000,25000,3680000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,32350,2950000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,27000,2720000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,36217,2820000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,42000,3220000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,36458,2950000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,27147,2750000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,43000,2800000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,30000,2700000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,14500,3050000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,22948,3050000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,47412,3130000
Toyota,Axio,2017,Automatic,Saloon,OIL,1500,11598,2600000
Toyota,C-HR,2017,Automatic,Saloon,OIL,1331,36500,2860000
Honda,Civic,2017,Automatic,Saloon,OIL,1500,17000,3195000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,28277,3065000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,23951,3095000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,25000,2985000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,56000,3400000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,19000,3250000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,43000,2450000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,80000,2480000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,15000,3400000
Toyota,Allion,2018,Automatic,Saloon,OIL,1500,308,3150000
Toyota,Allion,2018,Automatic,Saloon,OIL,1500,30000,3000000
Toyota,Allion,2018,Automatic,Saloon,OIL,1500,32200,3150000
Toyota,Premio,2018,Automatic,Saloon,OIL,1500,19000,3680000
Toyota,Premio,2018,Automatic,Saloon,OIL,1500,23000,3280000
Toyota,Premio,2018,Automatic,Saloon,OIL,1500,25000,3430000
Toyota,Premio,2018,Automatic,Saloon,OIL,1500,23000,3550000
Toyota,Premio,2018,Automatic,Saloon,OIL,1500,12975,3500000
Toyota,Premio,2019,Automatic,Saloon,OIL,1500,5000,3800000
Toyota,Premio,2019,Automatic,Saloon,OIL,1500,22,3770000
Toyota,Premio,2019,Automatic,Saloon,OIL,1500,6500,3900000
Toyota,Premio,2019,Automatic,Saloon,OIL,1500,7000,3900000
Toyota,Premio,2019,Automatic,Saloon,OIL,1500,17000,3799999
Toyota,Premio,2019,Automatic,Saloon,OIL,1500,6000,3740000
Toyota,Premio,2019,Automatic,Saloon,OIL,1500,8785,3890000
Toyota,Premio,2020,Automatic,Saloon,OIL,1500,6,3880000
Toyota,RAV4,1999,Automatic,SUV / 4x4,OIL,2000,55000,850000
Toyota,Hilux,2001,Manual,SUV / 4x4,OIL,3400,120000,1900000
Toyota,Noah,2003,Automatic,SUV / 4x4,OIL,2000,80000,965000
Mitsubishi,Pajero,2003,Automatic,SUV / 4x4,OIL,2972,90000,1395000
Nissan,X-Trail,2004,Automatic,SUV / 4x4,OIL,2000,62000,1295000
Honda,CR-V,2005,Automatic,SUV / 4x4,OIL,2400,89000,1250000
Toyota,RAV4,2005,Automatic,SUV / 4x4,OIL,2362,54000,1650000
Toyota,RAV4,2006,Automatic,SUV / 4x4,OIL,2400,51000,1675000
Toyota,Rush,2006,Automatic,SUV / 4x4,OIL,1500,88650,1120000
Toyota,Rush,2007,Automatic,SUV / 4x4,OIL,1500,57650,1250000
Toyota,RAV4,2009,Automatic,SUV / 4x4,OIL,2000,56000,1150000
Toyota,Rush,2009,Automatic,SUV / 4x4,OIL,1500,47521,1260000
Nissan,X-Trail,2009,Automatic,SUV / 4x4,OIL,2000,52000,1880000
Nissan,Juke,2010,Automatic,SUV / 4x4,OIL,1500,18404,1480000
Mitsubishi,Outlandar,2010,Automatic,SUV / 4x4,OIL,2000,53000,1950000
Mitsubishi,Outlandar,2010,Automatic,SUV / 4x4,OIL,2000,68211,2165000
Hyundai,Tucson,2010,Automatic,SUV / 4x4,OIL,2000,62000,1650000
Nissan,X-Trail,2010,Automatic,SUV / 4x4,OIL,2000,63200,1950000
Nissan,Juke,2011,Automatic,SUV / 4x4,OIL,1500,54087,1620000
Hyundai,Tucson,2011,Automatic,SUV / 4x4,OIL,2000,55000,1850000
Nissan,X-Trail,2011,Automatic,SUV / 4x4,OIL,2000,52436,2260000
Honda,CR-V,2012,Automatic,SUV / 4x4,OIL,2000,32435,2850000
Nissan,X-Trail,2012,Automatic,SUV / 4x4,OIL,2000,33000,2340000
Honda,Vezel,2014,Automatic,SUV / 4x4,OIL,1500,35500,2100000
Honda,Vezel,2014,Automatic,SUV / 4x4,OIL,1500,41500,2090000
Honda,Vezel,2014,Automatic,SUV / 4x4,OIL,1500,28000,2150000
Honda,Vezel,2014,Automatic,SUV / 4x4,OIL,1500,60735,2150000
Honda,Vezel,2014,Automatic,SUV / 4x4,OIL,1500,37117,2275000
Honda,Vezel,2014,Automatic,SUV / 4x4,OIL,1500,6170,2430000
Nissan,X-Trail,2014,Automatic,SUV / 4x4,OIL,2000,43651,3250000
Nissan,Juke,2015,Automatic,SUV / 4x4,OIL,1500,54000,1270000
Honda,Vezel,2015,Automatic,SUV / 4x4,OIL,1500,55647,2185000
Honda,Vezel,2015,Automatic,SUV / 4x4,OIL,1500,43135,2225000
Nissan,Juke,2016,Automatic,SUV / 4x4,OIL,1500,69000,1220000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,OIL,2000,54434,4150000
Toyota,Hiace,2017,Automatic,SUV / 4x4,OIL,2000,33000,3380000
Nissan,X-Trail,2020,Automatic,SUV / 4x4,OIL,2000,11000,5295000
Honda,CR-V,2021,Automatic,SUV / 4x4,OIL,1500,325,5990000
Toyota,Fielder,2011,Automatic,Estate,LPG and OIL,1500,65000,1215000
Toyota,Fielder,2011,Automatic,Estate,LPG and OIL,1500,58250,1199000
Toyota,Vitz,2008,Automatic,Hatchback,LPG and OIL,1000,75000,700000
Toyota,Vitz,2011,Automatic,Hatchback,LPG and OIL,1320,57580,1095000
Toyota,Noah,2004,Automatic,MPV,LPG and OIL,2000,85320,999999
Toyota,Corolla,1993,Automatic,Saloon,LPG and OIL,1331,96000,390000
Nissan,Sunny,2003,Automatic,Saloon,LPG and OIL,1500,65000,670000
Nissan,Sunny,2003,Automatic,Saloon,LPG and OIL,1500,60000,650000
Toyota,Allion,2004,Automatic,Saloon,LPG and OIL,1500,61234,1320000
Toyota,Probox,2004,Automatic,Saloon,LPG and OIL,1500,96000,530000
Toyota,Allion,2006,Automatic,Saloon,LPG and OIL,1500,65230,1345000
Toyota,Noah,2010,Automatic,Saloon,LPG and OIL,2000,53000,1895000
Toyota,Premio,2010,Automatic,Saloon,LPG and OIL,1500,48000,1880000
Toyota,Allion,2011,Automatic,Saloon,LPG and OIL,1500,86245,1820000
Toyota,Axio,2011,Automatic,Saloon,LPG and OIL,1500,62000,1310000
Toyota,Premio,2012,Automatic,Saloon,LPG and OIL,1500,39000,2050000
Toyota,Axio,2013,Automatic,Saloon,LPG and OIL,1500,57285,1525000
Toyota,Axio,2013,Automatic,Saloon,LPG and OIL,1500,47800,1485000
Toyota,Premio,2013,Automatic,Saloon,LPG and OIL,1500,38400,2075000
Toyota,Land Cruiser,1995,Automatic,SUV / 4x4,LPG and OIL,4500,85000,1745000
Toyota,RAV4,2005,Automatic,SUV / 4x4,LPG and OIL,2362,63000,1590000
Toyota,Fielder,2014,Automatic,Estate,OIL,1500,63000,1750000
Mazda,Axela,2014,Automatic,Saloon,OIL,1500,10000,2200000
Mazda,Axela,2014,Automatic,Saloon,OIL,1500,111000,2150000
Toyota,Other Model,2013,Automatic,Hatchback,OIL,1500,42000,1115000
Toyota,Noah,2005,Automatic,MPV,OIL,1800,49000,1550000
Toyota,Hiace,2015,Automatic,MPV,OIL,1500,60000,970000
Toyota,Hiace,2015,Automatic,MPV,OIL,2000,57000,2460000
Toyota,Hiace,2015,Automatic,MPV,OIL,2000,55000,2930000
Toyota,Noah,2015,Automatic,MPV,OIL,2000,75000,3030000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,57000,2320000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,59000,2320000
Toyota,Noah,2016,Automatic,MPV,OIL,1500,55000,1100000
Toyota,Noah,2016,Automatic,MPV,OIL,2000,55000,3380000
Toyota,Noah,2016,Automatic,MPV,OIL,2000,68000,3150000
Toyota,Hiace,2017,Automatic,MPV,OIL,2000,65000,3480000
Toyota,Allion,2016,Automatic,Saloon,OIL,1500,33000,3090000
Toyota,Allion,2016,Automatic,Saloon,OIL,1500,75000,2880000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,35568,2550000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,25204,2800000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,25000,2800000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,42556,2930000
Toyota,Premio,2018,Automatic,Saloon,OIL,1500,65000,3250000
Toyota,Other Model,1992,Automatic,Hatchback,CNG and OIL,1331,135773,350000
Toyota,Other Model,1996,Manual,MPV,CNG and OIL,1800,75000,375000
Toyota,Noah,2002,Automatic,MPV,CNG and OIL,1800,60000,980000
Toyota,Noah,2003,Automatic,MPV,CNG and OIL,1800,98000,650000
Toyota,Noah,2003,Automatic,MPV,CNG and OIL,2000,82842,935000
Toyota,Hiace,2004,Automatic,MPV,CNG and OIL,2000,90000,650000
Toyota,Noah,2004,Automatic,MPV,CNG and OIL,1800,95000,795000
Toyota,Noah,2006,Automatic,MPV,CNG and OIL,1800,95000,1190000
Toyota,Noah,2009,Automatic,MPV,CNG and OIL,1800,90000,650000
