brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota,Corolla,1992,Automatic,Saloon,CNG and OIL,1500,1387,365000
Toyota,Corolla,1992,Automatic,Saloon,CNG and OIL,1500,95000,350000
Mitsubishi,Lancer,1999,Automatic,Saloon,CNG and OIL,1500,70000,485000
Toyota,Allion,2001,Automatic,Saloon,CNG and OIL,1500,75000,995000
Toyota,Corsa,2001,Manual,Saloon,CNG and OIL,1331,11000,380000
Nissan,Bluebird,2003,Automatic,Saloon,CNG and OIL,1500,30000,670000
Toyota,Corolla,2004,Automatic,Saloon,CNG and OIL,1300,72000,810000
Toyota,Corolla,2005,Automatic,Saloon,CNG and OIL,1500,25000,950000
Toyota,Corolla,2006,Automatic,Saloon,CNG and OIL,1500,72000,1080000
Toyota,Allion,2009,Automatic,Saloon,CNG and OIL,1500,92000,1550000
Toyota,Allion,2009,Automatic,Saloon,CNG and OIL,1500,75000,1695000
Toyota,Axio,2010,Automatic,Saloon,CNG and OIL,1500,52341,1290000
Toyota,Axio,2012,Automatic,Saloon,CNG and OIL,1500,45000,1495000
Nissan,Carryboy,2006,Manual,SUV / 4x4,CNG and OIL,2400,97000,750000
Toyota,Probox,2003,Automatic,Estate,CNG and OIL,1500,93000,580000
Toyota,Probox,2004,Automatic,Estate,CNG and OIL,1500,93000,640000
Toyota,Fielder,2009,Automatic,Estate,CNG and OIL,1500,89601,1165000
Toyota,Probox,2012,Automatic,Estate,CNG and OIL,1500,63000,850000
Toyota,ist,2004,Automatic,Hatchback,CNG and OIL,1300,50000,765000
Toyota,Noah,1998,Automatic,MPV,CNG and OIL,2000,80000,699000
Toyota,TownAce,2003,Automatic,MPV,CNG and OIL,1800,99500,1090000
Toyota,Noah,2004,Automatic,MPV,CNG and OIL,2000,75000,1175000
Toyota,Noah,2005,Automatic,MPV,CNG and OIL,2000,78000,1145000
Toyota,Noah,2006,Automatic,MPV,CNG and OIL,1800,125000,1250000
Toyota,Hiace,2010,Automatic,MPV,CNG and OIL,2000,98500,1880000
Toyota,Noah,2010,Automatic,MPV,CNG and OIL,1500,95000,425000
Toyota,Noah,2010,Automatic,MPV,CNG and OIL,2000,69000,1950000
Toyota,LiteAce,2011,Automatic,MPV,CNG and OIL,1500,100000,425000
Toyota,Noah,2011,Automatic,MPV,CNG and OIL,2000,65000,2150000
Toyota,Noah,2012,Automatic,MPV,CNG and OIL,2000,77000,2270000
Toyota,Hiace,2015,Automatic,MPV,CNG and OIL,2000,42344,2200000
Toyota,Hiace,2015,Automatic,MPV,CNG and OIL,2000,34567,2198000
Toyota,Hiace,2015,Automatic,MPV,CNG and OIL,2000,45677,2199000
Toyota,Corolla,1992,Automatic,Saloon,CNG and OIL,1500,100000,350000
Toyota,Corolla,1996,Automatic,Saloon,CNG and OIL,1331,80000,385000
Toyota,Corolla,1997,Automatic,Saloon,CNG and OIL,1500,95865,545000
Toyota,Corolla,1999,Automatic,Saloon,CNG and OIL,1331,96352,345000
Toyota,Corolla,2000,Automatic,Saloon,CNG and OIL,1500,136000,670000
Toyota,Sprinter,2000,Automatic,Saloon,CNG and OIL,1500,50000,575000
Toyota,Allion,2002,Automatic,Saloon,CNG and OIL,1500,95000,965000
Toyota,Corolla,2003,Automatic,Saloon,CNG and OIL,1500,122850,855000
Toyota,Probox,2003,Automatic,Saloon,CNG and OIL,1500,65000,550000
Toyota,Allion,2004,Automatic,Saloon,CNG and OIL,1500,98500,1130000
Toyota,Corolla,2004,Automatic,Saloon,CNG and OIL,1500,99750,945000
Toyota,Corolla,2005,Automatic,Saloon,CNG and OIL,1500,98500,1090000
Toyota,Premio,2007,Automatic,Saloon,CNG and OIL,1500,98500,1490000
Toyota,Fielder,2008,Automatic,Saloon,CNG and OIL,1500,111000,1080000
Toyota,Other Model,2008,Automatic,Saloon,CNG and OIL,1500,53000,1060000
Toyota,Axio,2010,Automatic,Saloon,CNG and OIL,1500,65000,1290000
Toyota,Allion,2011,Automatic,Saloon,CNG and OIL,1500,42100,1745000
Toyota,Allion,2011,Automatic,Saloon,CNG and OIL,1500,66565,1800000
Toyota,Premio,2011,Automatic,Saloon,CNG and OIL,1500,64000,1970000
Toyota,Allion,2012,Automatic,Saloon,CNG and OIL,1500,52000,1890000
Toyota,Axio,2012,Automatic,Saloon,CNG and OIL,1500,62000,1320000
Toyota,Premio,2012,Automatic,Saloon,CNG and OIL,1500,27000,2050000
Toyota,Premio,2013,Automatic,Saloon,CNG and OIL,1500,59698,2150000
Toyota,Premio,2014,Automatic,Saloon,CNG and OIL,1500,50000,2280000
Toyota,Hilux,2001,Automatic,SUV / 4x4,CNG and OIL,2700,89260,1500000
Toyota,RAV4,2005,Automatic,SUV / 4x4,CNG and OIL,1800,74174,1350000
Toyota,Rush,2008,Automatic,SUV / 4x4,CNG and OIL,1500,54146,1050000
Toyota,Fielder,2016,Automatic,Estate,HYBRID,1500,33250,1800000
Toyota,Fielder,2016,Automatic,Estate,HYBRID,1500,36520,1700000
Toyota,Aqua,2015,Automatic,Hatchback,HYBRID,1500,66000,1480000
Toyota,Aqua,2015,Automatic,Hatchback,HYBRID,1500,32510,1400000
Toyota,Aqua,2015,Automatic,Hatchback,HYBRID,1500,65222,1450000
Toyota,Aqua,2016,Automatic,Hatchback,HYBRID,1500,32190,1390000
Honda,Fit,2016,Automatic,Hatchback,HYBRID,1500,34790,1490000
Toyota,C-HR,2017,Automatic,Hatchback,HYBRID,1800,21963,3150000
Toyota,C-HR,2017,Automatic,Hatchback,HYBRID,1800,15038,3050000
Toyota,C-HR,2017,Automatic,Hatchback,HYBRID,1800,21683,3050000
Toyota,Noah,2015,Automatic,MPV,HYBRID,1800,34420,2450000
Toyota,Noah,2015,Automatic,MPV,HYBRID,1800,32510,2400000
Toyota,Noah,2017,Automatic,MPV,HYBRID,2000,26000,3695000
Toyota,Noah,2017,Automatic,MPV,HYBRID,2000,44000,4040000
Toyota,Axio,2014,Automatic,Saloon,HYBRID,1500,32638,1480000
Toyota,Axio,2015,Automatic,Saloon,HYBRID,1500,46332,1560000
Toyota,Fielder,2015,Automatic,Saloon,HYBRID,1500,94000,1719996
Toyota,Fielder,2015,Automatic,Saloon,HYBRID,1500,35420,1900000
Honda,Grace,2015,Automatic,Saloon,HYBRID,1500,25197,1750000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,56000,1800000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,54946,1840000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,32000,1870000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,35000,1865000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,28450,1800000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,56200,1880000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,69960,1960000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,20800,1750000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,24286,1900000
Toyota,Axio,2016,Automatic,Saloon,HYBRID,1500,40943,1900000
Honda,Grace,2016,Automatic,Saloon,HYBRID,1500,58500,2180000
Toyota,Prius,2016,Automatic,Saloon,HYBRID,1800,26450,2250000
Toyota,Prius,2016,Automatic,Saloon,HYBRID,1800,21065,2499000
Toyota,Prius,2016,Automatic,Saloon,HYBRID,1800,54500,2580000
Toyota,Sienta,2016,Automatic,Saloon,HYBRID,1500,34126,2130000
Nissan,X-Trail,2016,Automatic,Saloon,HYBRID,1500,90700,3700000
Toyota,Premio,2017,Automatic,Saloon,HYBRID,1500,52552,2780000
Toyota,Premio,2018,Automatic,Saloon,HYBRID,1500,4839,3600000
Toyota,Premio,2019,Automatic,Saloon,HYBRID,1500,18452,3710000
Honda,Vezel,2016,Automatic,SUV / 4x4,HYBRID,1500,50000,2950000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,HYBRID,2000,38855,3665000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,HYBRID,2000,42000,3600000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,HYBRID,2000,53000,3620000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,HYBRID,2000,62000,3590000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,HYBRID,2000,65380,3770000
Nissan,X-Trail,2016,Automatic,SUV / 4x4,HYBRID,2000,90100,3740000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,34917,3290000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,18225,3100000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,28900,3290000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,62370,3390000
Toyota,C-HR,2017,Automatic,SUV / 4x4,HYBRID,1800,73500,3200000
Nissan,X-Trail,2017,Automatic,SUV / 4x4,HYBRID,2000,71664,4080000
Nissan,X-Trail,2017,Automatic,SUV / 4x4,HYBRID,2000,71500,3990000
Nissan,X-Trail,2017,Automatic,SUV / 4x4,HYBRID,2000,48419,4180000
Toyota,C-HR,2018,Automatic,SUV / 4x4,HYBRID,1800,28970,3348000
Honda,Vezel,2018,Automatic,SUV / 4x4,HYBRID,1500,33142,3250000
Nissan,X-Trail,2018,Automatic,SUV / 4x4,HYBRID,2000,20100,4520000
Toyota,Rush,2007,Automatic,Hatchback,OIL,1500,90000,1180000
Toyota,Other Model,2008,Automatic,Hatchback,OIL,1000,70000,850000
Toyota,Noah,2011,Automatic,MPV,OIL,2000,52110,2180000
Toyota,Hiace,2015,Automatic,MPV,OIL,2000,67000,2980000
Toyota,Hiace,2015,Automatic,MPV,OIL,2000,39467,1390000
Toyota,Hiace,2015,Automatic,MPV,OIL,2000,43675,2250000
Toyota,Noah,2015,Automatic,MPV,OIL,1800,35854,2400000
Toyota,Noah,2015,Automatic,MPV,OIL,2000,45310,2950000
Toyota,TownAce,2015,Automatic,MPV,OIL,1500,27420,930000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,65000,1490000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,87000,2320000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,48000,3100000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,72330,3280000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,31457,2900000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,88515,2350000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,42185,2850000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,39718,2300000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,46810,2300000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,39807,2850000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,43108,2950000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,43107,2950000
Toyota,Hiace,2016,Automatic,MPV,OIL,2000,65214,2280000
Toyota,Noah,2016,Automatic,MPV,OIL,2000,77000,3000000
Toyota,Noah,2016,Automatic,MPV,OIL,1800,35874,2600000
Toyota,Noah,2016,Automatic,MPV,OIL,1800,35210,2500000
Toyota,Noah,2016,Automatic,MPV,OIL,2000,88700,3340000
Toyota,Hiace,2017,Automatic,MPV,OIL,2000,90194,3379999
Toyota,Hiace,2017,Automatic,MPV,OIL,2000,64820,3390000
Toyota,Allion,2002,Automatic,Saloon,OIL,1500,85271,1065000
Toyota,Corolla,2004,Automatic,Saloon,OIL,1500,79500,940000
Toyota,Allion,2011,Automatic,Saloon,OIL,1500,35689,1800000
Toyota,Axio,2012,Automatic,Saloon,OIL,1500,56000,1420000
Toyota,Axio,2012,Automatic,Saloon,OIL,150,55000,1375000
Toyota,Premio,2012,Automatic,Saloon,OIL,1500,60000,2090000
Toyota,Axio,2014,Automatic,Saloon,OIL,1500,36000,1498000
Toyota,Fielder,2014,Automatic,Saloon,OIL,1500,45210,1549000
Toyota,Premio,2014,Automatic,Saloon,OIL,1500,32131,2280000
Toyota,Premio,2014,Automatic,Saloon,OIL,1500,23000,2370000
Toyota,Probox,2014,Automatic,Saloon,OIL,1500,36420,1250000
Toyota,Allion,2015,Automatic,Saloon,OIL,1500,46321,2340000
Toyota,Axio,2015,Automatic,Saloon,OIL,1500,55000,1850000
Toyota,Axio,2015,Automatic,Saloon,OIL,1500,28420,1700000
Toyota,Axio,2015,Automatic,Saloon,OIL,1500,26014,1900000
Toyota,Premio,2015,Automatic,Saloon,OIL,1500,49697,2370000
Toyota,Allion,2016,Automatic,Saloon,OIL,1500,19000,2630000
Toyota,Allion,2016,Automatic,Saloon,OIL,1500,26587,2900000
Toyota,Allion,2016,Automatic,Saloon,OIL,1500,28136,3150000
Toyota,Allion,2016,Automatic,Saloon,OIL,1500,8973,2980000
Mazda,Axela,2016,Automatic,Saloon,OIL,1500,40000,2250000
Toyota,Axio,2016,Automatic,Saloon,OIL,1500,33510,1650000
Toyota,Axio,2016,Automatic,Saloon,OIL,1500,34560,1700000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,6806,3185000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,34560,2800000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,38450,2750000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,12900,3280000
Toyota,Premio,2016,Automatic,Saloon,OIL,1500,27189,2850000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,34713,3040000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,20000,2690000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,32891,3280000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,60000,3250000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,3078,2800000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,7100,2940000
Toyota,Allion,2017,Automatic,Saloon,OIL,1500,27165,2850000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,28987,3080000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,24000,3100000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,99140,3285000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,25204,2795000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,10890,2980000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,35210,3250000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,24000,3090000
Toyota,Premio,2017,Automatic,Saloon,OIL,1500,66100,3320000
Toyota,Allion,2018,Automatic,Saloon,OIL,1500,20000,3100000
Toyota,Allion,2018,Automatic,Saloon,OIL,1500,40300,2980000
Toyota,Allion,2018,Automatic,Saloon,OIL,1500,32000,3120000
Toyota,Allion,2018,Automatic,Saloon,OIL,1500,21000,3210000
Toyota,Allion,2018,Automatic,Saloon,OIL,1500,37873,2970000
Toyota,Premio,2018,Automatic,Saloon,OIL,1500,43000,3650000
Toyota,Premio,2018,Automatic,Saloon,OIL,1500,31542,3650000
Toyota,Premio,2018,Automatic,Saloon,OIL,1500,39510,3580000
Toyota,Premio,2018,Automatic,Saloon,OIL,1500,10370,3630000
Toyota,Allion,2019,Automatic,Saloon,OIL,1500,5000,3575000
Toyota,Premio,2019,Automatic,Saloon,OIL,1500,11295,3720000
Toyota,Premio,2019,Automatic,Saloon,OIL,1500,5000,3725000
Toyota,Hilux,1995,Automatic,SUV / 4x4,OIL,2000,105000,900000
Toyota,RAV4,2004,Automatic,SUV / 4x4,OIL,1800,65000,1550000
Toyota,RAV4,2005,Automatic,SUV / 4x4,OIL,2400,86000,1590000
Hyundai,Tucson,2010,Automatic,SUV / 4x4,OIL,2000,46569,1600000
Hyundai,Tucson,2011,Automatic,SUV / 4x4,OIL,2000,29698,1500000
Honda,CR-V,2012,Automatic,SUV / 4x4,OIL,2000,44428,2950000
Honda,Vezel,2014,Automatic,SUV / 4x4,OIL,1500,22908,2250000
Toyota,Hiace,2016,Automatic,SUV / 4x4,OIL,1500,44560,2300000
Toyota,Hiace,2016,Automatic,SUV / 4x4,OIL,2000,34560,2300000
Toyota,Hiace,2016,Automatic,SUV / 4x4,OIL,2000,34560,2900000
Toyota,Hiace,2016,Automatic,SUV / 4x4,OIL,2000,35640,2850000
Nissan,X-Trail,2017,Automatic,SUV / 4x4,OIL,2000,30214,4000000
Honda,CR-V,2020,Automatic,SUV / 4x4,OIL,1500,509,6200000
Toyota,Noah,2003,Automatic,MPV,LPG and OIL,2000,78990,999000
Toyota,Corolla,2005,Automatic,Saloon,LPG and OIL,1300,85000,850000
Toyota,Premio,2013,Automatic,Saloon,LPG and OIL,1500,59000,2180000
